"会社名","住所","電話番号","WebサイトURL","Google評価","レビュー数","都道府県","place_id","メールアドレス","メール取得元URL"
"（株）ソウヤマ印刷","〒812-0041 福岡県福岡市博多区吉塚４丁目３−１８","092-710-6608","https://maps.google.com/?cid=6200602874671136172&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","5","3","福岡県","ChIJN1zMM9WRQTURrP0JWnb3DFY","",""
"株式会社ミドリ印刷 本社","〒812-0016 福岡県福岡市博多区博多駅南６丁目１７−１２","","https://www.midori-p.com/page_access.php","3.2","10","福岡県","ChIJAQB0Tq2RQTUR1A0Nx6mkZps","",""
"黒崎印刷","〒812-0044 福岡県福岡市博多区千代５丁目１６−１７","092-651-7281","https://maps.google.com/?cid=4023736115565131870&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","4","2","福岡県","ChIJp769XN6RQTURXngrrq0u1zc","",""
"福岡印刷","〒812-0892 福岡県福岡市博多区東那珂１丁目１０−１５ 福岡印刷東那珂工場","092-451-0027","http://www.inf.co.jp/","2","1","福岡県","ChIJKchkkEiQQTURA30VAbN9rBc","",""
"エース印刷(株) 大濠本社","〒810-0052 福岡県福岡市中央区大濠１丁目６−９","092-741-9090","http://www.acekk.co.jp/","1.3","3","福岡県","ChIJgZ-eN8mTQTURYGDNF8oyFiA","",""
"（有）吉村綜合印刷","〒812-0011 福岡県福岡市博多区博多駅前２丁目３−２３ 3階","092-415-6135","https://i-shigoto.net/","4","1","福岡県","ChIJqUDanriRQTUR_ZwPKWu0B38","",""
"精工社印刷","〒812-0028 福岡県福岡市博多区須崎町１３−１４ 坂田ビル","092-291-2480","https://maps.google.com/?cid=5177773882630559461&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","","0","福岡県","ChIJ00uebO2RQTUR5VZ9yekl20c","",""
"井上印刷所","〒815-0082 福岡県福岡市南区大楠２丁目８−３４","092-531-3044","https://maps.google.com/?cid=14750449981078578707&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","5","1","福岡県","ChIJDWXvVnWRQTUREyZbRxsgtMw","",""
"東光印刷株式会社 九州営業所","〒810-0073 福岡県福岡市中央区舞鶴３丁目７−１３","092-791-2822","https://www.tokoinsatsu.co.jp/company.html","","0","福岡県","ChIJxWDVGoeRQTURbEdecpRvopg","",""
"西部印刷機材（株）","〒810-0012 福岡県福岡市中央区白金１丁目１２−８ MCビル 301","092-791-6415","http://www.i-seibu.com/","","0","福岡県","ChIJDbi_u5mRQTURynIW_z6lXFI","",""
"有限会社 生島印刷","〒815-0031 福岡県福岡市南区清水３丁目２３−１１","092-552-7233","https://shojima.co.jp/","","0","福岡県","ChIJJS8hM6yRQTUREOnuE6bXpOA","",""
"今井印刷（株）","〒812-0032 福岡県福岡市博多区石城町１２−５","092-283-8801","https://imai-p.jp/aboutus/","","0","福岡県","ChIJF3VgjeWRQTUROieB39PJ2Qs","",""
"佐伯印刷","〒810-0074 福岡県福岡市中央区大手門３丁目１３−６","","https://maps.google.com/?cid=10206843809352611932&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","5","2","福岡県","ChIJq6puPi6SQTURXHhbzl3-pY0","",""
"株式会社ナカハラプリンテックス 福岡オフィス／福岡営業所","〒812-0018 福岡県福岡市博多区住吉５丁目１−３","092-473-1840","http://www.npweb.com/nakahara/kaisyagaiyou.html","","0","福岡県","ChIJwW7LhLuRQTURJ1AKsG_5BWE","",""
"（株）博巧印刷","〒815-0081 福岡県福岡市南区那の川１丁目９−７ 博巧印刷","092-521-0001","https://www.hakkou-p.co.jp/companyprofile.html","5","1","福岡県","ChIJteqL3KaRQTURckx7gwb8_qA","",""
"プリントピアウエハラ","〒810-0063 福岡県福岡市中央区唐人町１丁目１０−１","092-781-3519","https://maps.google.com/?cid=5028884263477923035&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","","0","福岡県","ChIJqXV_aTWSQTUR20wn7ZcvykU","",""
"（有）シャープ印刷社","〒812-0016 福岡県福岡市博多区博多駅南２丁目４−１６ シャープ印刷社","092-451-6543","https://maps.google.com/?cid=9965878071220354499&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","","0","福岡県","ChIJT6zkw7aRQTURw73x5U3pTYo","",""
"（株）福岡新生社印刷","〒815-0032 福岡県福岡市南区塩原２丁目７−７","092-561-7221","http://www.shinsei-p.co.jp/","","0","福岡県","ChIJiXMSvAaRQTURmtDGt4Wayo4","",""
"（有）九州プロセス","〒812-0015 福岡県福岡市博多区山王１丁目１８−１５ 第１ＭＫビル","092-433-4201","https://kyushu-process.com/","5","1","福岡県","ChIJB3N7TkqQQTUR_xlsinoUyh4","",""
"本多綜合印刷（株）","〒812-0881 福岡県福岡市博多区井相田３丁目３−３６","092-586-7140","https://www.honda-cim.co.jp/","5","2","福岡県","ChIJqazJrlCQQTURRp_uGtD1Iho","",""
"高橋印刷所","〒810-0005 福岡県福岡市中央区清川２丁目１２−１６","092-521-0244","https://maps.google.com/?cid=13418932063456395899&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","","0","福岡県","ChIJLQPsrJiRQTURewJre52fObo","",""
"（株）西日本新聞印刷 営業本部天神営業部","〒810-0001 福岡県福岡市中央区天神１丁目４−１","092-711-5031","https://maps.google.com/?cid=9891288035380358804&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","","0","福岡県","ChIJQxNWIpCRQTURlO7q1w_qRIk","",""
"松影堂印刷（株）","〒812-0041 福岡県福岡市博多区吉塚５丁目１３−４０","092-622-7971","http://www.shoeido-print.co.jp/","4","1","福岡県","ChIJOZnYPNWRQTUR84nx7eUZGAI","",""
"（株）ＤＮＰ西日本","〒815-0031 福岡県福岡市南区清水２丁目１６−３６","092-553-4031","https://www.dnp.co.jp/corporate/","3.4","17","福岡県","ChIJtyxKkamRQTUR8LRsVkjDJqU","",""
"ツバメの印刷所","〒811-1361 福岡県福岡市南区西長住３丁目２２−２ 2階","090-9479-5588","https://maps.google.com/?cid=2039885570465753285&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","5","1","福岡県","ChIJS4UmYiaXQTURxWgOWh4hTxw","",""
"松古堂印刷(株)","〒819-0373 福岡県福岡市西区周船寺３丁目２８−１","092-806-1661","http://www.shoukodou.jp/","3.4","9","福岡県","ChIJkRgLWMjrQTURHEAJl6B4q-s","",""
"福岡オリジナルTシャツプリント制作ショップ アートシャツファクトリー(シルクスクリーン.DTF プリント.刺しゅう)","〒810-0005 福岡県福岡市中央区清川３丁目２７−１６ 高砂ハイツ １F","092-516-6600","https://artshirts-factory.com/","4.6","17","福岡県","ChIJ25BihoKRQTURxGR6Qcys2Hk","",""
"hachi 大名店（ハチ）","〒810-0041 福岡県福岡市中央区大名１丁目２−２８ アイディール大名 201","092-725-8817","http://8tee.jp/","4.4","11","福岡県","ChIJCa7X1IaRQTUR1duuA87O5UU","daimyou@8tee.jp","http://8tee.jp/"
"PRINTONE福岡（プリントーン）","〒810-0001 福岡県福岡市中央区天神２丁目３−３４","092-406-5221","https://www.p1-intl.com/shop/fukuoka/?utm_source=google&utm_medium=maps","4.3","22","福岡県","ChIJgXxilIiRQTURQAi8c1H6N38","",""
"やくいんカメラ","〒810-0022 福岡県福岡市中央区薬院１丁目１０−７","092-731-1411","http://yakuincamera.com/","4.4","7","福岡県","ChIJq6ZbRYKRQTURWmrEZqMR4NI","",""
"HelloPrintStore","〒810-0014 福岡県福岡市中央区平尾１丁目４−７ 土橋ビル 206","080-9103-0059","https://helloprintstore.jp/","5","3","福岡県","ChIJrXghNIiRQTUR7lZTHtMH09I","info@helloprintstore.jp","https://helloprintstore.jp/"
"オリジナルTシャツ制作ポップロッカー","〒815-0072 福岡県福岡市南区多賀１丁目２−２６ フルーア多賀 101号","080-2714-0076","https://www.popr0cker.com/","4","2","福岡県","ChIJUUnDwBKRQTURbWQRKARVNBE","",""
"GROOVY PRINT ㈱ライトスタッフ内","〒812-0008 福岡県福岡市博多区東光２丁目６−８","092-472-7067","https://www.groovy-print.com/","4","1","福岡県","ChIJgfJk50ORQTURIhouJ5_PA4A","print@right-stuff.jp","https://www.groovy-print.com/"
"近藤カメラ","〒812-0011 福岡県福岡市博多区博多駅前２丁目１−１ Ｂ２Ｆ","092-431-3142","http://kondocamera.jp/","4.7","40","福岡県","ChIJhYgitseRQTURddxWP-WjDK8","",""
"PROF design","〒810-0023 福岡県福岡市中央区警固２丁目１３−７ ランドマークタワ 2F","080-4316-1208","http://福岡tシャツ.com/","2.2","24","福岡県","ChIJMVJlmo-RQTURs7nXuT1TSAY","info@project-the-wolf.com","http://福岡tシャツ.com/"
"Made.Ink","〒814-0161 福岡県福岡市早良区飯倉３丁目２０−４１","092-600-9782","https://www.madeink2022.com/","5","1","福岡県","ChIJMaTjfXeTQTURQEKjQFbaA0Q","made_ink@icloud.com; n@sousakuizakaya.goen","https://www.madeink2022.com/"
"㈱ＰＳＲ プリント工場","〒811-2321 福岡県糟屋郡粕屋町内橋西2−２０−３０","090-4059-8235","https://mshimizu3.wixsite.com/psr-silkprint","5","2","福岡県","ChIJ4T5tiSuPQTURnsjCD94H4Tk","psr.silk.print.40@gmail.com","https://mshimizu3.wixsite.com/psr-silkprint"
"SOLARIA PLAZA(ソラリアプラザ)","〒810-0001 福岡県福岡市中央区天神２丁目２−４３","","http://www.solariaplaza.com/","4.1","3495","福岡県","ChIJkTl0ho-RQTUR71VA2jf-iSk","",""
"レインボープリントショップ","〒830-0003 福岡県久留米市東櫛原町１５０９−６","0942-34-4533","http://www.rainbow24.net/","5","4","福岡県","ChIJMw7XF0OkQTUR9wxzEfeLgMc","",""
"福岡 シルクスクリーン プリンティング ワークスポット アートシャツスタジオ","〒810-0005 福岡県福岡市中央区清川３丁目２７−１６ 高砂ハイツ","092-516-6600","https://artshirts-factory.com/print_workshop","","0","福岡県","ChIJLU2sP4SRQTUR_1TPcx9aaVI","info@artshirts-factory.com","https://artshirts-factory.com/print_workshop"
"イオンショッパーズ福岡店","〒810-0001 福岡県福岡市中央区天神４丁目４−１１","092-721-5411","https://shoppers-fukuoka.aeonkyushu.com/","3.9","3626","福岡県","ChIJAQDAzY2RQTURU-jmIPN0ntQ","",""
"オリジナルTシャツ・プリント ボネオ","〒814-0002 福岡県福岡市早良区西新７丁目１−５７ 田村ビル １F","092-400-0700","https://boneo.jp/","5","4","福岡県","ChIJrbzYiGCTQTURJ5O7B-08LCk","info@boneo.jp","https://boneo.jp/company"
"切文字屋","〒814-0022 福岡県福岡市早良区原３丁目１９−１９ ラフィーネ・ルージュ 1F","092-846-3131","http://kirimojiya.net/","4.9","26","福岡県","ChIJbwfnenmTQTURdB9IQ70UDvY","",""
"（株）福多デジタルフォト","博多南ビル 6階, １丁目-３-11KDX 博多駅南 博多区 福岡市 福岡県 812-0016","092-405-8866","https://www.vivipri.co.jp/","4","5","福岡県","ChIJm-Q3sbeRQTURKi_9WkLptPo","",""
"QTworks キューティーワークス","〒810-0021 福岡県福岡市城南区茶山２丁目４−７ 1F","092-834-9855","http://qtworks.jp/","5","3","福岡県","ChIJ92cLPoSRQTURzTFO-NcGGT4","info@qtworks.jp; qtworks@globe.ocn.ne.jp","http://qtworks.jp/"
"NOTE B PRINTING","〒810-0014 福岡県福岡市中央区平尾１丁目４−７ 土橋ビル 406","090-2087-7936","https://notebprinting.jp/","","0","福岡県","ChIJXZcLe4-RQTURXg0wHY1VACQ","",""
"スタジオ728 博多マルイ店","〒812-0012 福岡県福岡市博多区博多駅中央街９−１ 博多マルイ ホーム 5","092-577-1756","https://studio728.jp/studio/hakata/?utm_source=google&utm_medium=maps","4.9","503","福岡県","ChIJkfMyVLWRQTUR_Ld-KOOU-nc","",""
"AQUA PHOTOGRAPHIC...","〒810-0004 福岡県福岡市中央区渡辺通５丁目２３−２","","https://maps.google.com/?cid=13401733649931023554&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","","0","福岡県","ChIJGebPbpCRQTURwrSJyr-F_Lk","",""
"ウェアマジック（WEARMAGIC)","〒813-0034 福岡県福岡市東区多の津１丁目１−４","0120-557-049","https://www.wearmagic.jp/","4","4","福岡県","ChIJeUyIwkyQQTUREvedriYxDzQ","",""
"DTF STUDIO fruits","〒811-1362 福岡県福岡市南区西長住３丁目２２−２ 1階","090-9479-5588","https://dtf-fruits.com/","","0","福岡県","ChIJhYT2STWXQTURxmk2YB2etWk","dtf.studio.fruits@gmail.com","https://dtf-fruits.com/about"
"福岡 無地Tシャツショップ","〒810-0005 福岡県福岡市中央区清川３丁目２７−１６ 高砂ハイツ","092-516-6600","https://artshirts-factory.com/t-item-category02/short-sleeve-tshirts","","0","福岡県","ChIJ0VORlz-RQTURcsoWR1xa6Fs","",""
"かぶと印刷プリントショップ","〒811-0111 福岡県糟屋郡新宮町三代西１丁目９−７８７−４","092-963-3371","https://maps.google.com/?cid=4798212152304585395&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","","0","福岡県","ChIJdUmjo_KIQTURs8oTz4eslkI","",""
"石丸印判名刺店","〒840-0825 佐賀県佐賀市中央本町４−２３","0952-29-6629","https://maps.google.com/?cid=12332250205718896074&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","5","1","佐賀県","ChIJgYQ_FHHKQTURyt0cGTn0JKs","",""
"HANKICHI","〒840-0801 佐賀県佐賀市駅前中央２丁目９−１２","0952-33-3289","https://maps.google.com/?cid=7940892425136669060&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","4.1","7","佐賀県","ChIJNWdwcA7KQTURhIHch5a3M24","",""
"福山名刺印刷","〒840-0008 佐賀県佐賀市巨勢町牛島２９８−３","0952-27-0194","https://maps.google.com/?cid=10334820905216115028&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","","0","佐賀県","ChIJmZeMffK1QTURVAGwaNuobI8","",""
"江口ハンヤ","〒840-0801 佐賀県佐賀市駅前中央１丁目１４−２８","0952-30-2552","http://eguchihanya.jp/","4.2","5","佐賀県","ChIJS_Z2ARPKQTURoqXb97urlHg","",""
"株式会社アドワークス","〒840-0054 佐賀県佐賀市水ヶ江２丁目８−１４ アクアポート B棟","0952-97-8336","https://linktr.ee/adworks_saga","5","11","佐賀県","ChIJZ4lHCzDLQTURbYiil02TZJA","",""
"宮木プリント","〒849-0924 佐賀県佐賀市新中町４−５","0952-31-0742","https://www.miyakiprint.com/","5","1","佐賀県","ChIJN-iZMxvKQTURgfC7-C4c0Ls","miyaki@po.bunbun.ne.jp","https://www.miyakiprint.com/"
"誠文堂印刷(株)","〒849-0919 佐賀県佐賀市兵庫北１丁目５−１７","0952-22-3242","https://seibundo-saga.co.jp/","4","2","佐賀県","ChIJs_Ui2fe1QTUR-5Up_oerihk","",""
"(有)弘文社印刷","〒840-0815 佐賀県佐賀市天神２丁目３−７","0952-23-5603","https://maps.google.com/?cid=2160277675645048045&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","5","2","佐賀県","ChIJdZ1vamzKQTUR7ZQHsRnZ-h0","",""
"(株)古川総合印刷","〒849-0936 佐賀県佐賀市鍋島町森田８８１ 古川総合印刷","0952-34-5345","http://www.ftp-saga.jp/","4","2","佐賀県","ChIJX_gb7q_LQTURbPZGrrQAlEg","info@furukawa-t-p.co.jp","http://www.ftp-saga.jp/"
"らくみつ印刷","〒840-0015 佐賀県佐賀市木原２丁目１４−５","0952-24-8485","https://maps.google.com/?cid=16915550586756881833&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","5","1","佐賀県","ChIJc0K8NZC1QTURqV3L36IbwOo","",""
"山口印刷所","〒831-0005 福岡県大川市向島２０１３−２","0944-86-4026","http://yamapri.com/kaisya.html","5","1","佐賀県","ChIJUVE7u_S0QTURVTGzEbHhXTA","yamapri@carol.ocn.ne.jp","http://yamapri.com/kaisya.html"
"プリントショップナカヤマ","〒840-0824 佐賀県佐賀市呉服元町９−１５","0952-23-7094","https://maps.google.com/?cid=8493009534075963008&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","","0","佐賀県","ChIJry-mJnTKQTURgIaaYCw73XU","",""
"株式会社佐賀印刷社","〒849-0921 佐賀県佐賀市高木瀬西６丁目１１−７ 佐賀印刷","0952-31-6171","http://www.sagain.co.jp/html/index.html","4","3","佐賀県","ChIJv5IZGIzJQTURBTtvVYcvPTI","",""
"みやま総合印刷（株）","〒835-0023 福岡県みやま市瀬高町小川２１８−１","0944-64-7017","http://miyama-tp.com/","4","2","佐賀県","ChIJE0xIil6tQTURA--pwJBfhCk","",""
"(株)音成印刷","〒845-0001 佐賀県小城市小城町 町北小路253−4","0952-73-4113","https://www.otonari.co.jp/","4.5","6","佐賀県","ChIJJb9GsEXMQTUROemt3FjRo9k","",""
"クラフトラボ","〒832-0012 福岡県柳川市中町１５−３","0944-85-8611","http://d-craftlab.com/","4.8","12","佐賀県","ChIJ-wd9LEGzQTURnSewW7qph9k","sample@mail.com","http://d-craftlab.com/contact"
"ぷりんと博士 久留米店","〒839-0841 福岡県久留米市御井旗崎１丁目１０−１０−２７","0942-41-0570","http://www.print-hakase.com/","3.1","10","佐賀県","ChIJi0S7AKSmQTUR2M4M6S417L4","info@print-hakase.com","http://www.print-hakase.com/"
"（株）サガプリンティング","〒849-0936 佐賀県佐賀市鍋島町森田９０９","0952-34-5100","https://s-print.co.jp/","4.5","4","佐賀県","ChIJ7_nDMq7LQTUR0JCuMNwEnK0","info@s-print.co.jp","https://s-print.co.jp/"
"日之出印刷(株)","〒849-0921 佐賀県佐賀市高木瀬西６丁目１１−５","0952-31-7177","https://maps.google.com/?cid=926482567322797175&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","3.5","4","佐賀県","ChIJwwaYJozJQTURdwTee_yG2ww","",""
"弘新堂","〒840-0047 佐賀県佐賀市与賀町１−１７","0952-23-5245","https://maps.google.com/?cid=2849329717807592084&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","","0","佐賀県","ChIJUwH0VmTKQTURlLLiLUjaiic","",""
"古川正文堂印刷","〒849-0917 佐賀県佐賀市高木瀬町長瀬２０３６−５","0952-30-4045","http://sho-bundo.sakura.ne.jp/","","0","佐賀県","ChIJm1Wmge3JQTURxBGQ5vAZOfY","shobundo@iki.bbiq.jp","http://sho-bundo.sakura.ne.jp/contact"
"はんず鳥栖店","〒841-0033 佐賀県鳥栖市本通町１丁目８１０−４","0942-81-5202","https://tosu.or.jp/tenpo/south/hanz.html","4","3","佐賀県","ChIJVdHHmKijQTUReO46K_AiKgk","",""
"三愛名刺","〒849-0935 佐賀県佐賀市八戸溝３丁目９−１１","0952-31-9687","https://maps.google.com/?cid=857638459943241933&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","3","1","佐賀県","ChIJI5LeWE7KQTURzUihpqLx5gs","",""
"花田印判（ハナダインバン）","〒818-0072 福岡県筑紫野市二日市中央２丁目５−１５ 通り商店街 JR二日市駅から西鉄二日市駅方向へ徒歩3分","092-923-2148","http://hanadainban.com/","4.9","14","佐賀県","ChIJ_-DZhtabQTUR_4yBGuyCYH8","",""
"豊美堂印刷","〒840-0815 佐賀県佐賀市天神２丁目１−２５","0952-29-0136","https://maps.google.com/?cid=3396235833104833529&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","","0","佐賀県","ChIJM_ob_GzKQTUR-ZuqBX_aIS8","",""
"（株）新美堂","〒840-0008 佐賀県佐賀市巨勢町牛島２５４−１０","0952-22-6757","https://maps.google.com/?cid=15650598698332246626&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","4","2","佐賀県","ChIJQz1jXPK1QTURYtJIgJgYMtk","",""
